,,Depth (cm),,,,,,,,,,,,,,,,,
,Sophoreae,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
,Sophora,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
,NPAAA clade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hologalegina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,IRL clade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cicereae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cicer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Cicer arietinum,14,60,105,42,0,1040,291,0,0,0,0,0,0,0,254,0,72,17
,Fabeae,0,0,0,0,0,2,11,0,0,0,0,0,0,0,9,0,0,0
,Lathyrus,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Pisum,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Pisum sativum,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
,Vicia,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Galegeae,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Trifolieae,5,1,1,6,0,8,5,2,2,0,0,0,0,0,2,2,1,0
,Medicago,0,1,2,0,0,20,3,0,0,0,0,0,0,0,5,0,0,0
,Medicago truncatula,0,30,71,10,0,655,150,0,12,0,0,0,0,0,163,0,32,0
,Trifolium,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
,Trifolium repens,0,0,0,0,0,8,0,7,5,0,0,0,0,0,0,9,0,0
,robinioid clade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Loteae,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Lotus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lotus japonicus,0,12,38,5,0,365,112,0,0,0,0,0,0,0,84,0,26,10
,indigoferoid/millettioid clade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Abreae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Abrus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Abrus precatorius,0,9,7,0,0,153,23,0,0,0,0,0,0,0,37,0,11,0
,Desmodieae,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Millettieae,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Phaseoleae,14,18,14,21,17,237,55,2,9,0,0,0,0,0,49,0,32,10
,Cajanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cajanus cajan,0,13,19,14,0,191,49,0,0,0,0,0,0,0,35,0,37,0
,Glycine,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1
,Glycine <subgenus>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Glycine tomentella,0,0,0,0,0,15,9,0,0,0,0,0,0,0,5,0,0,0
,Soja,9,24,20,21,0,271,55,5,7,0,0,0,0,0,61,8,14,2
,Glycine max,6,41,23,7,0,401,83,0,28,0,0,0,0,0,73,23,22,13
,Glycine soja,0,0,5,0,0,33,0,0,0,0,0,0,0,0,6,0,0,0
,Phaseolus,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0
,Phaseolus vulgaris,0,0,18,0,0,133,38,0,0,0,0,0,0,0,25,0,14,0
,Vigna,5,11,18,13,8,235,91,5,9,0,0,0,0,0,58,3,18,8
,Vigna angularis,28,75,162,62,19,1278,352,7,0,0,0,0,0,0,330,0,92,10
,Vigna radiata,0,5,0,0,0,91,16,0,0,0,0,0,0,0,18,0,9,0
,Vigna unguiculata,40,112,178,89,10,1595,487,7,0,0,0,0,0,0,453,7,133,21
,Cladrastis clade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Styphnolobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Styphnolobium japonicum,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0
,Polygalaceae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Polygala,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Polygala tenuifolia,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Fagales,9,8,3,4,3,111,9,0,0,0,0,0,0,0,19,0,6,5
,Betulaceae,0,5,5,0,0,11,6,0,0,0,0,0,0,0,3,0,10,6
,Alnus,0,5,0,0,0,72,0,0,0,0,0,0,0,0,11,0,0,0
,Betula,0,2,0,0,0,8,7,0,0,0,0,0,0,0,1,0,0,0
,Betula pendula,0,5,0,0,0,21,19,0,0,0,0,0,0,0,11,0,0,0
,Corylus,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Corylus avellana,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
,Fagaceae,0,3,3,0,0,21,14,0,0,0,0,0,0,0,6,0,0,0
,Quercus,7,2,5,8,0,5,0,0,0,0,0,0,0,0,0,0,4,1
,Quercus robur,0,5,0,0,0,41,6,0,0,0,0,0,0,0,6,0,0,0
,Quercus suber,10,47,34,8,14,664,86,0,0,0,0,0,0,0,133,0,44,10
,Juglandaceae,0,2,2,2,0,31,3,0,0,0,0,0,0,0,6,0,3,2
,Juglans,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0
,Juglans regia,0,26,34,7,5,2375,84,0,0,0,0,0,0,0,414,0,103,21
,Pterocarya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pterocarya stenoptera,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Myricaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Morella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Morella rubra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Malpighiales,9,23,43,28,36,17341,356,5,7,0,0,0,0,0,3229,0,941,264
,Achariaceae,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
,Pangieae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hydnocarpus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hydnocarpus hainanensis,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Chrysobalanaceae,0,0,0,0,0,22,0,0,0,0,0,0,0,0,6,0,0,0
,Euphorbiaceae,6,1,4,7,7,343,13,0,0,0,0,0,0,0,66,0,24,6
,Acalyphoideae,0,0,1,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0
,Acalypheae,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0
,Ricinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ricinus communis,0,21,23,0,0,1082,83,0,0,0,0,0,0,0,183,0,72,18
,Crotonoideae,17,4,9,9,3,775,17,0,0,0,0,0,0,0,150,0,34,18
,Aleuritideae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vernicia,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0
,Vernicia fordii,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
,Crotoneae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Croton,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Croton stellatopilosus,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Jatropheae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jatropha,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
,Jatropha curcas,0,8,24,7,0,928,31,0,0,0,0,0,0,0,160,0,45,11
,Manihoteae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Manihot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Manihot esculenta,0,15,11,0,0,1048,52,0,0,0,0,0,0,0,173,0,46,8
,Micrandreae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hevea,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Hevea brasiliensis,0,11,23,11,5,1545,118,0,0,0,0,0,0,0,315,0,94,16
,Euphorbioideae,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0,0,0
,Euphorbieae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Euphorbia,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0
,Hippomaneae,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
,Hypericaceae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Hypericeae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hypericum,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Linaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Linum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Linum usitatissimum,12,41,60,16,10,976,171,0,0,0,0,0,0,0,178,0,54,8
,Reinwardtia,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Malpighiaceae,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0
,Amorimia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Amorimia septentrionalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
,Hiptage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hiptage stellulifera,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0
,Passifloraceae,0,0,5,0,0,47,5,0,0,0,0,0,0,0,3,0,2,0
,Passiflora,0,0,0,0,0,152,14,0,0,0,0,0,0,0,18,0,4,7
,Passiflora edulis,0,0,0,0,0,175,71,0,0,0,0,0,0,0,50,0,8,0
,Turnera,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
,Turnera subulata,0,0,0,0,0,95,131,0,0,0,0,0,0,0,37,0,7,0
,Phyllanthaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0
,Antidesmatoideae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Scepeae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Baccaurea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Baccaurea ramiflora,0,0,0,0,0,21,54,0,0,0,0,0,0,0,6,0,6,0
,Phyllanthoideae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Phyllantheae,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
,Flueggea,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,Flueggea gracilis,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0
,Phyllanthus,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Rhizophoraceae,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0
,Bruguiera,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Rhizophora,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Rhizophora apiculata,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
,Salicaceae,18,41,128,65,72,31894,560,9,5,0,0,0,0,0,5316,0,1443,293
,Flacourtieae,0,0,0,0,0,30,0,0,0,0,0,0,0,0,10,0,0,0
,Azara,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Azara serrata,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Carrierea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carrierea calycina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,Flacourtia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Flacourtia indica,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
,Idesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Idesia polycarpa,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0
,Itoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Itoa orientalis,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Olmediella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Olmediella betschleriana,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Saliceae,10,57,136,181,180,64765,1679,10,6,0,0,0,0,0,16479,0,5250,925
,Populus,35,138,196,351,184,320366,5111,10,15,0,0,0,0,0,54196,0,13490,4241
,(Populus tomentosa x Populus bolleana) x Populus tomentosa,0,0,0,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0
,(Populus tomentosa x Populus bolleana) x Populus tomentosa var. truncata,0,0,0,0,0,14,0,0,0,0,0,0,0,0,11,0,0,0
,Populus alba,0,0,0,0,0,187,5,0,0,0,0,0,0,0,41,0,8,0
,Populus alba x Populus tremuloides,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Populus angustifolia,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
,Populus balsamifera,0,0,0,0,0,739,16,0,0,0,0,0,0,0,132,0,31,5
,Populus davidiana,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
,Populus davidiana x Populus alba var. pyramidalis,0,0,0,0,0,43,0,0,0,0,0,0,0,0,9,0,0,0
,Populus deltoides,0,0,0,0,0,130,0,0,0,0,0,0,0,0,29,0,5,0
,Populus euphratica,0,33,29,57,28,44163,691,0,0,0,0,0,0,0,7706,0,1841,675
,Populus fremontii,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
,Populus monticola,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Populus nigra,0,0,0,0,0,73,0,0,0,0,0,0,0,0,5,0,0,0
,Populus pruinosa,0,0,0,0,0,194,0,0,0,0,0,0,0,0,32,0,8,0
,Populus sieboldii x Populus grandidentata,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0
,Populus simonii,0,0,0,0,0,114,0,0,0,0,0,0,0,0,15,0,0,0
,Populus suaveolens,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
,Populus szechuanica,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Populus tomentosa,0,0,0,6,0,5629,98,0,0,0,0,0,0,0,982,0,192,71
,Populus tremula,0,0,0,0,0,257,0,0,0,0,0,0,0,0,37,0,8,0
,Populus tremula x Populus alba,0,0,0,0,0,1174,20,0,0,0,0,0,0,0,199,0,47,15
,Populus tremula x Populus tremuloides,0,0,0,0,0,89,0,0,0,0,0,0,0,0,21,0,0,0
,Populus tremuloides,0,0,0,0,0,78,0,0,0,0,0,0,0,0,11,0,0,0
,Populus trichocarpa,13,135,149,386,122,306300,4416,0,12,0,0,0,0,0,54813,0,11574,3847
,Populus trichocarpa x Populus deltoides,0,0,0,0,0,283,0,0,0,0,0,0,0,0,48,0,15,0
,Populus ussuriensis,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Populus x canadensis,0,0,0,0,0,39,0,0,0,0,0,0,0,0,5,0,0,0
,Salix,21,70,251,169,120,75050,1204,8,8,0,0,0,0,0,14018,0,3563,821
,Salix alba,0,0,0,0,0,24,0,0,0,0,0,0,0,0,9,0,0,0
,Salix alpina,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
,Salix appenina,0,0,0,0,0,37,0,0,0,0,0,0,0,0,7,0,0,0
,Salix arbutifolia,0,0,0,0,0,322,8,0,0,0,0,0,0,0,59,0,11,7
,Salix aurita,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Salix babylonica,0,0,0,0,0,194,6,0,0,0,0,0,0,0,22,0,6,0
,Salix bakko,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
,Salix burjatica,0,0,0,0,0,77,0,0,0,0,0,0,0,0,8,0,0,0
,Salix discolor,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
,Salix fargesii,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
,Salix floridana,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Salix fragilis,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Salix gilgiana,0,0,0,0,0,289,0,0,0,0,0,0,0,0,50,0,20,0
,Salix glabra,0,0,0,0,0,31,0,0,0,0,0,0,0,0,5,0,0,0
,Salix gracilistyla,0,0,0,0,0,35,0,0,0,0,0,0,0,0,6,0,0,0
,Salix hukaoana,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
,Salix humboldtiana,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
,Salix interior,0,0,0,0,0,768,7,0,0,0,0,0,0,0,155,0,41,17
,Salix japonica,0,0,0,0,0,78,0,0,0,0,0,0,0,0,15,0,0,0
,Salix linearistipularis,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
,Salix magnifica,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
,Salix matsudana,0,0,0,0,0,150,0,0,0,0,0,0,0,0,19,0,0,0
,Salix melanopsis,0,0,0,0,0,1068,10,0,0,0,0,0,0,0,163,0,41,17
,Salix miyabeana,0,0,0,0,0,23,0,0,0,0,0,0,0,0,7,0,0,0
,Salix pentandra,0,0,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0
,Salix purpurea,0,0,0,0,0,1334,27,0,0,0,0,0,0,0,317,0,91,5
,Salix qinghaiensis,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
,Salix reinii,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
,Salix reticulata,0,0,0,0,0,56,0,0,0,0,0,0,0,0,9,0,5,0
,Salix sachalinensis,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
,Salix schwerinii,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0
,Salix schwerinii x Salix viminalis,0,0,0,0,0,900,14,0,0,0,0,0,0,0,174,0,43,9
,Salix serpyllifolia,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
,Salix songarica,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
,Salix suchowensis,0,0,0,0,0,2205,62,0,0,0,0,0,0,0,686,0,223,36
,Salix triandra,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Salix viminalis,0,0,0,5,0,2304,24,0,0,0,0,0,0,0,489,0,76,23
,Salix viminalis x Salix schwerinii,0,0,0,0,0,36,0,0,0,0,0,0,0,0,13,0,0,0
,unclassified Salix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salix sp.,0,0,0,0,0,26,0,0,0,0,0,0,0,0,6,0,0,0
,Violaceae,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
,Viola,0,0,0,0,0,165,0,0,0,0,0,0,0,0,32,0,8,7
,Viola calcarata,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Oxalidales,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
,Elaeocarpaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Elaeocarpus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Elaeocarpus glabripetalus,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Oxalidaceae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Oxalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oxalis corymbosa,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Rosales,16,6,9,16,8,302,28,6,5,0,0,0,0,0,57,3,18,10
,Cannabaceae,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
,Elaeagnaceae,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Hippophae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hippophae rhamnoides,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
,Moraceae,0,1,3,0,0,8,4,0,0,0,0,0,0,0,5,0,3,0
,Artocarpus,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Broussonetia,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
,Broussonetia papyrifera,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Morus,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,1,0
,Morus notabilis,0,15,31,0,0,443,61,0,0,0,0,0,0,0,79,0,34,11
,Rhamnaceae,0,2,0,0,0,8,2,0,0,0,0,0,0,0,5,0,0,0
,Paliureae,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
,Ziziphus,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
,Ziziphus jujuba,0,21,40,0,0,730,46,0,0,0,0,0,0,0,115,0,41,15
,Rhamneae,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
,Frangula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Frangula alnus,0,0,0,0,0,17,0,0,0,0,0,0,0,0,5,0,0,0
,Rosaceae,0,3,3,0,1,129,19,1,1,0,0,0,0,0,21,7,7,5
,Amygdaloideae,0,4,5,0,5,149,20,6,0,0,0,0,0,0,25,0,4,7
,Amygdaleae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Prunus,10,23,35,21,7,661,37,0,17,0,0,0,0,0,137,0,43,5
,Prunus avium,0,0,0,0,0,203,11,0,0,0,0,0,0,0,37,0,11,0
,Prunus dulcis,5,24,49,30,0,1723,108,0,16,0,0,0,0,0,371,0,77,19
,Prunus mume,0,0,5,0,0,55,5,0,0,0,0,0,0,0,15,0,11,0
,Prunus persica,0,0,0,0,0,70,9,0,0,0,0,0,0,0,11,0,0,0
,Kerrieae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kerria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kerria japonica,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Maleae,10,20,29,15,4,246,25,0,4,0,0,0,0,0,43,0,17,6
,Malus,0,1,2,3,0,12,23,0,2,0,0,0,0,0,1,0,0,0
,Malus domestica,0,19,22,21,6,365,57,0,5,0,0,0,0,0,65,0,18,0
,Photinia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Photinia integrifolia,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
,Pyrus,0,0,5,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0
,Pyrus pyrifolia,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0
,Pyrus x bretschneideri,5,0,14,5,0,188,11,0,0,0,0,0,0,0,36,0,14,7
,Rosoideae,13,11,4,10,1,87,16,8,7,0,0,0,0,0,17,5,3,1
,Potentilleae,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0
,Fragariinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fragaria,0,0,0,0,0,20,1,0,0,0,0,0,0,0,1,0,1,1
,Fragaria vesca,0,9,15,0,0,292,31,6,0,0,0,0,0,0,64,5,48,6
,Potentilleae incertae sedis,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Rosoideae incertae sedis,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0
,Rosa,0,0,0,0,0,12,1,0,0,0,0,0,0,0,6,0,2,5
,Rosa chinensis,0,6,17,5,6,297,40,0,0,0,0,0,0,0,56,0,39,0
,Rosa hybrid cultivar,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
,Rosa multiflora,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
,Ulmaceae,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
,Urticaceae,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
,Boehmeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Boehmeria nivea,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,malvids,10,12,16,8,4,544,99,6,2,0,0,0,0,0,125,7,32,16
,Brassicales,10,2,3,12,8,48,13,2,0,0,0,0,0,0,7,2,3,4
,Bataceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Batis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Batis maritima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,Brassicaceae,8,21,33,9,23,640,254,3,5,0,0,0,0,0,146,2,54,26
,Arabideae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Arabis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Arabis alpina,14,45,78,7,7,793,183,0,0,0,0,0,0,0,163,0,35,10
,Boechereae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Boechera,0,0,0,0,0,7,4,0,0,0,0,0,0,0,4,0,1,1
,Boechera divaricarpa,0,0,0,0,0,22,0,0,0,0,0,0,0,0,5,0,0,0
,Boechera stricta,0,0,0,0,0,1699,24,0,0,0,0,0,0,0,294,0,78,25
,Brassiceae,10,4,6,6,6,65,17,1,0,0,0,0,0,0,14,0,7,0
,Brassica,21,38,44,17,19,541,193,14,0,0,0,0,0,0,121,4,37,14
,Brassica juncea,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Brassica napus,0,0,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0
,Brassica oleracea,14,67,84,40,0,1168,320,0,0,0,0,0,0,0,261,7,109,15
,Brassica rapa,9,37,65,29,0,615,170,0,0,0,0,0,0,0,158,0,40,10
,Orychophragmus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Orychophragmus violaceus,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Raphanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Raphanus sativus,0,14,20,0,0,103,41,0,0,0,0,0,0,0,18,0,26,0
,Camelineae,9,7,5,9,15,62,12,2,0,0,0,0,0,0,13,0,2,1
,Arabidopsis,13,1,5,1,0,27,9,0,0,0,0,0,0,0,10,0,5,3
,Arabidopsis halleri,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
,Arabidopsis lyrata,0,6,14,0,0,76,14,0,0,0,0,0,0,0,16,0,7,0
,Arabidopsis thaliana,0,19,37,9,0,274,106,0,0,0,0,0,0,0,46,0,29,6
,Camelina,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Camelina sativa,0,26,41,10,0,123,61,5,0,0,0,0,0,0,37,0,41,6
,Capsella,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
