,,Depth (cm),,,,,,,,,,,,,
,Mucorineae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhizopodaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhizopus,2,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhizopus microsporus,7,0,0,0,0,0,6,0,0,0,5,0,0,0
,Phycomycetaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Phycomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Phycomyces blakesleeanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Fungi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ichthyosporea,4,11,0,2,1,0,3,1,5,0,3,0,4,5
,Ichthyophonida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphaeroforma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphaeroforma arctica,0,0,6,0,0,0,0,0,7,0,0,0,5,0
,Metazoa,6,3,4,3,1,7,2,5,5,6,5,9,4,9
,Eumetazoa,10,14,14,4,5,5,8,5,10,9,5,3,9,15
,Bilateria,106,367,1233,41,4541,299,319,334,382,578,744,164,1855,267
,Deuterostomia,9,27,8,5,5,4,7,3,19,4,2,10,6,13
,Chordata,7,9,5,2,4,5,8,7,4,7,2,6,6,11
,Cephalochordata,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Leptocardii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Amphioxiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Branchiostomidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Branchiostoma,8,7,6,0,0,0,3,0,5,8,4,0,5,5
,Branchiostoma belcheri,12,0,0,0,0,0,8,0,5,0,5,0,0,0
,Branchiostoma floridae,0,0,0,0,0,0,5,0,10,0,0,0,0,0
,Craniata,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vertebrata,2,2,6,1,3,1,4,0,1,0,3,3,2,0
,Cyclostomata,0,7,0,0,0,0,0,0,0,0,0,0,0,0
,Hyperoartia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Petromyzontiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Petromyzontidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lethenteron,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lethenteron camtschaticum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gnathostomata,5,6,0,4,2,4,5,6,6,3,4,6,15,4
,Chondrichthyes,5,10,8,0,1,5,0,0,3,5,0,0,0,5
,Elasmobranchii,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Selachii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Galeomorphii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Galeoidea,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Orectolobiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhincodontidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhincodon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhincodon typus,0,7,5,0,0,0,11,0,0,0,0,0,0,0
,Holocephali,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chimaeriformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Callorhinchidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Callorhinchus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Callorhinchus milii,0,0,0,0,10,0,23,0,10,10,15,0,0,0
,Teleostomi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Euteleostomi,103,185,96,25,53,40,115,41,116,73,79,87,81,76
,Actinopterygii,1,3,1,0,0,0,0,0,3,5,0,4,3,8
,Actinopteri,0,0,0,0,0,1,2,0,0,1,0,0,0,1
,Neopterygii,9,6,1,0,1,7,2,1,2,5,0,2,5,7
,Holostei,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Semionotiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lepisosteidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lepisosteus,0,0,1,1,0,0,0,0,0,0,0,0,0,0
,Lepisosteus oculatus,0,5,5,5,0,0,17,0,6,7,11,0,0,0
,Teleostei,0,0,0,0,0,0,1,0,1,0,1,0,0,0
,Osteoglossocephalai,3,6,5,1,2,1,7,2,5,2,3,8,1,1
,Clupeocephala,35,38,19,7,7,9,24,11,25,17,14,14,17,19
,Euteleosteomorpha,33,29,17,10,5,7,18,16,25,14,23,15,14,13
,Neoteleostei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Eurypterygia,0,1,0,0,0,0,1,0,0,0,0,0,0,0
,Ctenosquamata,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acanthomorphata,4,12,6,4,2,1,5,4,6,5,6,5,3,6
,Euacanthomorphacea,7,5,5,3,2,3,5,8,5,7,7,5,8,6
,Holocentrimorphaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Holocentriformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Holocentridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Myripristinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Myripristis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Myripristis murdjan,46,59,30,15,7,12,61,12,32,37,30,14,24,30
,Percomorphaceae,33,63,30,9,15,13,61,19,29,33,35,17,17,24
,Anabantaria,0,0,5,4,0,1,2,5,1,0,0,3,4,0
,Anabantiformes,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anabantoidei,0,0,0,0,2,0,1,0,4,0,0,2,4,0
,Anabantidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anabas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anabas testudineus,23,24,10,6,0,0,38,7,6,19,26,5,15,22
,Osphronemidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Macropodinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Betta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Betta splendens,19,49,15,6,6,0,34,12,26,18,18,14,15,24
,Synbranchiformes,4,5,0,0,0,0,4,6,3,10,1,5,1,9
,Mastacembeloidei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mastacembelidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mastacembelus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mastacembelus armatus,23,27,11,0,5,5,10,6,15,0,10,0,9,6
,Synbranchoidei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Synbranchidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Monopterus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Monopterus albus,0,0,0,0,0,0,0,0,6,0,0,0,0,0
,Carangaria,7,3,2,2,5,8,0,4,8,6,5,6,12,1
,Carangaria incertae sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Centropomidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lates,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lates calcarifer,0,5,7,0,0,0,16,0,0,0,0,0,0,0
,Carangiformes,1,8,3,2,0,0,0,3,2,3,0,3,3,7
,Carangidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Seriola,0,0,0,0,0,0,2,0,0,0,1,0,0,0
,Seriola dumerili,0,0,0,0,0,0,5,0,0,0,8,0,0,6
,Echeneidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Echeneis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Echeneis naucrates,16,26,18,5,0,0,29,10,22,21,22,6,12,10
,Pleuronectiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pleuronectoidei,4,8,4,5,5,0,5,10,6,11,3,10,7,8
,Cynoglossidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cynoglossinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cynoglossus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cynoglossus semilaevis,0,5,0,0,0,0,6,0,0,0,5,0,0,0
,Paralichthyidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paralichthys,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Paralichthys olivaceus,5,0,0,0,0,0,0,0,0,0,6,0,0,0
,Scophthalmidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Scophthalmus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Scophthalmus maximus,27,32,22,0,0,12,37,6,27,20,23,12,19,12
,Eupercaria,8,12,3,1,19,6,3,15,11,6,8,9,11,12
,Eupercaria incertae sedis,2,0,1,0,0,1,3,0,1,5,1,0,1,3
,Sciaenidae,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Larimichthys,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Larimichthys crocea,32,31,24,11,5,8,32,6,19,6,19,8,22,18
,Labriformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Labridae,0,0,0,0,0,0,2,0,0,0,0,0,0,0
,Labrus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Labrus bergylta,0,8,5,0,0,0,8,0,7,0,0,0,0,0
,Pempheriformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lateolabracidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lateolabrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lateolabrax maculatus,23,32,21,6,0,8,35,27,13,32,18,17,17,21
,Perciformes,9,3,4,1,0,5,5,2,1,0,4,4,5,3
,Cottioidei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gasterosteales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gasterosteidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gasterosteus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gasterosteus aculeatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Notothenioidei,4,0,5,5,0,2,0,2,4,4,0,1,1,3
,Bovichtidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cottoperca,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cottoperca gobio,28,40,27,0,6,5,33,16,24,21,17,17,16,13
,Nototheniidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Notothenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Notothenia coriiceps,0,29,0,0,0,0,6,0,0,0,6,0,0,0
,Percoidei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Percidae,0,0,0,0,0,0,0,0,5,0,0,0,0,0
,Percinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Perca,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Perca flavescens,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Spariformes,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,Sparidae,0,0,1,0,0,0,0,0,0,0,0,0,1,0
,Sparus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sparus aurata,25,43,27,5,0,10,38,6,36,13,24,13,20,21
,Tetraodontiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tetraodontoidei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tetradontoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tetraodontidae,4,6,3,1,1,0,1,3,0,2,1,1,4,3
,Takifugu,0,2,0,0,0,1,2,1,2,1,1,0,0,0
,Takifugu bimaculatus,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Takifugu rubripes,30,25,31,13,17,16,28,22,39,43,26,18,21,9
,Tetraodon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tetraodon nigroviridis,0,0,0,0,0,0,5,0,5,0,0,0,0,0
,Gobiaria,4,3,5,1,0,0,0,2,0,5,0,0,1,6
,Gobiiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gobioidei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gobiidae,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Oxudercinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Boleophthalmus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Boleophthalmus pectinirostris,6,9,0,0,0,0,10,0,6,0,7,0,0,0
,Kurtiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Apogonoidei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Apogonidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Apogoninae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphaeramia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphaeramia orbicularis,57,77,61,27,16,17,90,43,50,49,48,35,59,59
,Ovalentaria,6,7,3,7,6,8,7,7,2,13,4,2,8,7
,Atherinomorphae,1,2,1,0,4,0,1,0,0,0,0,0,1,0
,Beloniformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Adrianichthyoidei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Adrianichthyidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oryziinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oryzias,3,4,0,1,2,0,2,2,2,0,3,3,3,7
,Oryzias latipes,67,83,46,18,20,26,67,44,64,42,40,33,35,56
,Oryzias melastigma,7,5,6,0,0,0,9,0,10,5,0,0,0,0
,Cyprinodontiformes,0,2,1,0,0,8,1,0,1,1,0,2,1,0
,Aplocheiloidei,3,1,2,2,5,0,3,11,2,7,8,0,1,7
,Nothobranchiidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nothobranchius,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nothobranchius furzeri,5,5,5,0,0,0,0,0,0,0,0,0,0,0
,Rivulidae,8,1,7,6,0,0,5,0,6,6,0,0,5,1
,Austrofundulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Austrofundulus limnaeus,8,10,0,0,0,0,0,0,0,0,0,0,0,5
,Kryptolebias,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kryptolebias marmoratus,5,16,5,0,0,0,12,0,8,0,0,0,5,0
,Cyprinodontoidei,5,6,7,5,2,3,5,8,8,9,0,3,8,7
,Cyprinodontidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cyprinodontinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cyprinodontini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cyprinodon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cyprinodon variegatus,0,5,0,0,0,0,0,0,0,0,5,0,0,0
,Fundulidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fundulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fundulus heteroclitus,16,9,5,0,0,0,7,0,0,0,7,0,0,0
,Poeciliidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Poeciliinae,6,4,3,8,5,3,6,1,8,12,5,8,4,12
,Poecilia,17,14,11,3,0,5,7,6,15,5,9,4,6,5
,Poecilia formosa,0,0,0,0,0,0,0,0,0,0,0,9,0,0
,Poecilia reticulata,0,0,0,6,0,0,0,0,10,0,0,0,0,0
,Xiphophorus,5,13,5,0,0,0,9,0,0,0,5,0,6,0
,Xiphophorus couchianus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Xiphophorus maculatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blenniimorphae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blenniiformes,2,0,0,0,5,2,0,0,1,0,0,0,0,0
,Blennioidei,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Blenniidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salariinae,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Salarias,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salarias fasciatus,35,60,35,12,9,13,66,15,33,34,48,28,41,27
,Gobiesocoidei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gobiesocidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gobiesocinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gouania <bony fishes>,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gouania willdenowi,41,55,48,15,16,16,48,21,40,42,33,22,26,40
,Cichlomorphae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cichliformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cichlidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,African cichlids,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudocrenilabrinae,11,20,7,0,0,0,8,0,7,0,4,6,0,0
,Haplochromini,0,0,0,0,0,0,8,0,0,0,0,0,0,0
,Oreochromini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oreochromis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oreochromis niloticus,0,6,0,0,0,0,0,0,0,0,5,0,0,0
,Ovalentaria incertae sedis,3,0,3,0,1,5,0,3,0,5,0,9,2,0
,Ambassidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Parambassis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Parambassis ranga,22,27,16,0,9,0,18,8,17,16,16,6,17,32
,Pomacentridae,10,15,0,0,0,0,6,0,12,0,3,0,6,8
,Acanthochromis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acanthochromis polyacanthus,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,Amphiprion,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Amphiprion ocellaris,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Stegastes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Stegastes partitus,0,0,0,0,0,0,6,0,0,0,5,0,0,0
,Syngnathiaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Syngnathiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Syngnathoidei,0,1,0,0,0,0,0,0,0,0,0,1,0,1
,Syngnathidae,1,5,5,4,0,7,1,0,7,8,1,2,4,5
,Hippocampinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hippocampus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hippocampus comes,11,5,6,0,0,0,15,0,16,6,6,0,9,0
,Syngnathinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Syngnathus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Syngnathus acus,19,17,10,7,0,0,20,5,13,7,8,6,11,13
,Paracanthomorphacea,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Zeiogadaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gadariae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gadiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gadoidei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gadidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gadus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gadus morhua,52,63,31,13,13,31,59,36,29,31,40,19,31,24
,Protacanthopterygii,3,4,0,0,2,1,6,3,3,4,1,1,7,5
,Esociformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Esocidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Esox,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Esox lucius,10,0,5,0,0,0,0,0,5,0,5,0,0,0
,Salmoniformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salmonidae,10,11,7,4,2,2,17,7,12,12,11,5,6,11
,Coregoninae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Coregonus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified Coregonus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Coregonus sp. 'balchen',73,61,50,22,17,21,58,41,65,54,48,27,46,55
,Salmoninae,9,13,10,6,8,3,9,4,18,9,7,4,3,7
,Oncorhynchus,15,23,5,0,0,0,11,6,3,0,5,1,8,15
,Oncorhynchus mykiss,5,0,0,0,0,0,5,0,0,0,0,0,0,0
,Oncorhynchus nerka,0,7,0,0,0,0,5,0,0,0,5,0,0,0
,Oncorhynchus tshawytscha,5,15,8,0,0,0,8,0,25,0,9,6,5,0
,Salmo,4,7,1,1,7,1,7,1,5,3,7,0,2,3
,Salmo salar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salmo trutta,64,60,43,20,5,28,55,27,67,53,44,35,57,48
,Salvelinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salvelinus alpinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Otomorpha,1,1,3,1,2,9,2,1,1,1,2,7,1,6
,Clupei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clupeiformes,2,0,3,4,2,0,0,0,4,6,0,4,10,4
,Clupeoidei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clupeidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clupeinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clupea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Clupea harengus,13,21,7,0,0,0,16,0,6,0,10,5,0,0
,Denticipitoidei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Denticipitidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Denticeps,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Denticeps clupeoides,21,28,19,7,6,0,33,6,19,16,21,0,13,20
,Ostariophysi,0,0,4,0,2,3,0,4,0,0,0,3,0,1
,Anotophysi,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gonorynchiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chanoidei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chanidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chanos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chanos chanos,31,42,20,9,6,0,29,8,33,16,18,8,19,16
,Otophysi,0,1,4,0,1,7,0,2,0,0,0,0,0,1
,Characiphysae,5,3,0,3,8,0,1,4,2,6,1,2,8,8
,Characiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Characoidei,7,12,3,8,0,0,3,0,7,8,5,6,5,0
,Characidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Stethaprioninae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Astyanax,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Astyanax mexicanus,5,8,0,0,0,0,0,0,5,0,0,0,0,0
,Serrasalmidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pygocentrus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pygocentrus nattereri,5,0,9,0,0,0,7,0,6,6,0,0,0,0
,Gymnotiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gymnotoidei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gymnotidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Electrophorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Electrophorus electricus,0,12,6,0,0,0,14,0,0,0,9,0,0,0
,Siluriformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Siluroidei,17,19,4,8,0,0,4,10,5,10,0,14,12,6
,Bagridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tachysurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tachysurus fulvidraco,7,0,11,0,0,0,13,0,11,0,11,0,6,7
,Ictaluridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ictalurus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ictalurus punctatus,0,11,6,0,0,0,13,0,0,0,5,0,0,5
,Pangasiidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pangasianodon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pangasianodon hypophthalmus,0,0,0,0,0,0,9,0,0,0,8,0,0,0
,Cypriniphysae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cypriniformes,0,2,1,0,1,0,0,0,1,2,0,0,1,0
,Cyprinoidei,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cyprinidae,13,15,12,4,16,11,18,10,9,10,14,13,14,19
,Cyprininae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carassius,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carassius auratus,6,8,0,0,0,0,6,0,0,0,0,0,6,0
,Cyprinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cyprinus carpio,369,1960,1181,256,1889,6622,712,1227,2287,907,858,3266,2015,2050
,Sinocyclocheilus,6,5,6,0,0,0,11,0,6,13,8,0,5,0
,Danionidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Danioninae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Danio,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Danio rerio,71,71,69,22,15,23,59,29,72,64,48,40,60,62
,Osteoglossocephala,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Osteoglossomorpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Osteoglossiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Osteoglossidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Scleropages,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Scleropages formosus,27,23,18,10,7,21,38,15,32,31,20,0,24,26
,Cladistia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Polypteriformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Polypteridae,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Erpetoichthys,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Erpetoichthys calabaricus,5,8,5,5,0,0,22,5,5,0,17,5,5,0
,Sarcopterygii,6,4,2,2,0,1,1,1,2,5,4,0,3,6
,Coelacanthimorpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Coelacanthiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Coelacanthidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Latimeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Latimeria chalumnae,0,0,0,0,0,0,10,0,0,0,0,0,0,0
,Dipnotetrapodomorpha,0,1,0,1,0,0,0,1,0,0,0,0,0,1
,Tetrapoda,8,11,1,0,4,1,1,0,1,2,2,2,1,3
,Amniota,21,113,77,36,157,265,46,122,138,113,61,208,163,127
,Mammalia,5,11,5,1,3,4,6,1,6,6,1,5,10,6
,Prototheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Monotremata,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ornithorhynchidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ornithorhynchus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ornithorhynchus anatinus,19,20,9,0,0,0,24,0,5,0,12,0,0,9
,Theria,2,29,3,6,5,4,2,2,4,0,2,6,3,3
,Eutheria,15,22,9,4,13,5,12,13,19,9,7,11,15,8
,Afrotheria,17,25,10,0,0,6,11,0,12,13,8,0,5,12
,Chrysochloridae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chrysochlorinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chrysochloris,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chrysochloris asiatica,0,0,10,0,0,0,0,0,0,0,0,0,0,0
