,,Depth (cm),,,,,,,,,,,,,
,Drosophila ficusphila,0,13,28,7,13,5,5,9,18,24,0,0,0,7
,melanogaster subgroup,15,29,26,20,28,21,6,13,16,18,13,0,10,8
,Drosophila erecta,0,6,0,0,6,0,0,9,0,5,0,0,0,5
,Drosophila melanogaster,19,28,36,12,29,8,7,16,24,37,6,0,10,26
,Drosophila simulans,0,0,0,0,0,0,0,0,5,10,0,0,0,0
,Drosophila yakuba,0,7,6,0,0,0,0,7,6,0,0,0,0,5
,montium subgroup,0,1,5,2,7,11,7,1,3,5,0,0,3,0
,Drosophila kikkawai,10,20,10,7,22,0,0,10,13,13,0,0,0,13
,Drosophila serrata species complex,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Drosophila serrata,6,14,9,0,10,0,0,38,15,0,0,0,5,7
,rhopaloa subgroup,0,0,2,0,0,0,0,0,0,0,0,0,0,0
,Drosophila rhopaloa,0,31,27,0,9,0,0,8,0,19,0,0,5,0
,suzukii subgroup,7,5,7,0,10,7,6,0,1,1,5,0,3,0
,Drosophila biarmipes,0,11,0,8,10,0,0,9,11,19,0,0,5,5
,Drosophila suzukii,0,0,6,0,6,0,0,24,33,19,0,0,0,5
,takahashii subgroup,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Drosophila takahashii,6,11,13,8,7,0,0,10,13,18,0,0,5,6
,obscura group,4,5,4,1,4,4,1,3,8,4,2,0,5,0
,obscura subgroup,0,0,0,1,2,0,0,0,0,1,0,0,0,0
,Drosophila obscura,9,38,28,14,22,8,8,12,8,21,0,0,5,10
,pseudoobscura subgroup,17,23,29,12,23,10,9,6,9,25,5,0,0,9
,Drosophila miranda,5,11,0,0,7,0,0,7,5,0,0,0,0,0
,Drosophila persimilis,0,6,7,5,7,0,0,6,0,6,0,0,0,0
,Drosophila pseudoobscura,0,9,0,0,0,0,0,6,0,0,0,0,0,0
,willistoni group,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,willistoni subgroup,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Drosophila willistoni,0,0,0,0,0,0,0,6,0,12,0,0,0,11
,Tephritoidea,0,0,0,0,0,0,0,1,5,5,0,0,0,1
,Tephritidae,1,4,4,0,0,3,4,0,0,0,11,0,4,0
,Dacinae,5,5,2,1,2,2,3,0,2,3,0,0,2,3
,Ceratitidini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceratitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceratitis <subgenus>,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceratitis capitata,0,6,0,0,5,0,0,5,8,0,0,0,0,8
,Dacini,0,0,0,0,0,0,0,0,0,0,0,0,1,0
,Bactrocera,7,9,1,7,5,8,6,5,11,10,0,0,8,5
,Bactrocera <subgenus>,0,0,0,0,3,0,0,7,1,7,0,0,0,6
,Bactrocera dorsalis complex,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Bactrocera dorsalis,0,0,0,0,6,0,0,0,0,0,0,0,0,7
,Bactrocera latifrons,0,0,0,0,0,0,0,0,11,7,0,0,0,0
,Daculus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bactrocera oleae,0,0,8,0,5,0,0,6,12,7,0,0,0,0
,Zeugodacus,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,Zeugodacus <subgenus>,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zeugodacus cucurbitae,0,0,5,0,5,5,0,0,8,5,0,0,7,0
,Trypetinae,0,0,0,0,0,0,0,2,6,4,0,0,0,1
,Carpomyini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carpomyina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhagoletis,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Rhagoletis zephyria,12,24,18,12,24,6,0,20,8,32,0,0,0,15
,Calyptratae,5,3,4,1,4,12,4,4,0,5,6,0,5,1
,Muscoidea,0,0,0,0,1,0,1,3,10,3,0,0,0,0
,Muscidae,0,0,0,0,2,0,1,0,0,0,0,0,0,0
,Muscinae,11,6,5,6,12,0,7,1,1,4,0,0,1,4
,Muscini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Musca,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Musca <subgenus>,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Musca domestica,0,9,6,0,0,0,0,0,0,18,0,0,6,11
,Stomoxyini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Stomoxys,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Stomoxys calcitrans,0,5,5,0,0,0,0,8,6,0,0,0,0,0
,Oestroidea,0,1,5,0,0,7,0,0,0,2,0,0,0,1
,Calliphoridae,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Luciliinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lucilia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lucilia cuprina,0,9,0,0,7,0,0,0,7,5,0,0,0,6
,Nematocera,1,3,2,1,4,2,1,2,8,6,2,0,3,4
,Culicomorpha,0,2,0,0,0,0,0,1,0,1,0,0,0,0
,Chironomoidea,3,1,4,0,5,5,0,1,5,2,2,0,0,0
,Ceratopogonidae,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Ceratopogoninae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Culicoidini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Culicoides,0,0,0,0,1,0,0,0,0,1,0,0,0,0
,Monoculicoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Culicoides sonorensis,15,21,28,8,25,12,10,14,48,82,24,0,18,93
,Chironomidae,0,0,0,0,0,0,0,6,5,8,0,0,5,5
,Chironominae,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Tanytarsini,0,0,0,0,0,0,0,6,0,0,0,0,0,0
,Culicoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Culicidae,0,1,0,1,1,0,0,1,1,5,4,0,0,0
,Anophelinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anopheles,1,2,0,2,1,0,1,0,0,1,0,0,1,0
,Cellia,0,0,4,0,1,6,6,2,4,0,2,0,2,0
,Neocellia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anopheles stephensi,15,28,22,12,23,10,0,21,29,38,9,0,9,25
,Pyretophorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,gambiae species complex,0,0,5,1,1,0,0,0,0,0,0,0,0,0
,Anopheles gambiae,13,28,11,6,28,0,0,16,23,26,0,0,0,8
,Culicinae,1,4,1,0,3,4,1,7,1,1,6,0,3,0
,Aedini,0,0,3,0,1,0,0,0,0,0,0,0,1,0
,Aedes,0,0,0,0,1,1,0,2,0,0,0,0,0,0
,Stegomyia,15,0,8,1,1,5,2,2,5,2,0,0,5,0
,Aedes aegypti,0,8,12,6,13,0,0,8,9,13,0,0,0,7
,Aedes albopictus,0,22,20,10,19,0,5,8,15,12,6,0,0,5
,Culicini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Culex,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Culex <subgenus>,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,Culex pipiens complex,0,3,3,3,1,5,0,0,1,0,0,0,0,0
,Culex quinquefasciatus,43,50,60,23,21,5,5,13,32,24,0,0,0,8
,Hymenoptera,12,7,12,10,9,9,7,6,3,4,8,0,4,3
,Apocrita,5,3,2,4,0,2,0,8,0,3,10,0,0,2
,Aculeata,2,0,1,0,4,1,0,2,5,5,2,0,1,5
,Apoidea,2,5,5,0,5,5,5,4,6,6,6,0,3,6
,Apidae,18,2,11,8,11,15,3,6,8,6,14,0,6,5
,Anthophorinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anthophorini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Habropoda,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Habropoda laboriosa,0,0,0,0,6,0,0,0,0,0,0,0,0,0
,Apinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Apini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Apis,7,16,12,13,17,17,5,8,24,27,11,0,13,7
,Apis cerana,0,5,0,0,0,0,0,0,0,0,0,0,0,8
,Apis dorsata,0,0,0,0,0,0,0,0,0,0,0,0,0,9
,Apis florea,0,7,5,0,0,0,0,0,0,11,0,0,0,7
,Apis mellifera,0,0,0,0,0,0,0,5,13,13,0,0,0,7
,Bombinae,0,4,1,7,3,0,0,3,5,4,5,0,3,0
,Bombini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bombus,0,10,9,0,3,0,0,8,3,8,0,0,6,15
,Bombus <subgenus>,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bombus terrestris,0,12,5,0,5,0,0,0,22,32,0,0,0,0
,Pyrobombus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bombus impatiens,0,0,0,0,0,0,0,0,10,7,0,0,0,0
,Euglossini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Eufriesea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Eufriesea mexicana,0,0,0,0,0,0,0,0,0,7,0,0,0,7
,Xylocopinae,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,Ceratinini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceratina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zadontomerus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceratina calcarata,0,5,6,0,0,0,0,0,6,6,0,0,0,0
,Halictidae,0,0,1,0,0,0,0,0,0,0,0,0,0,0
,Rophitinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dufourea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dufourea novaeangliae,7,6,12,6,10,0,0,0,0,0,0,0,0,0
,Megachilidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Megachilinae,11,1,5,2,2,5,0,0,0,0,0,0,4,1
,Megachilini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Megachile,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Megachile rotundata,0,5,8,0,5,0,0,8,8,16,0,0,5,17
,Osmiini,0,0,0,1,0,0,0,2,0,0,0,0,0,1
,Osmia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Osmia bicornis,0,16,10,5,0,0,0,5,6,16,0,0,0,5
,Formicoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Formicidae,13,11,14,5,14,15,9,8,19,8,8,0,6,8
,Dolichoderinae,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,Linepithema,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Linepithema humile,0,6,8,0,6,0,0,0,5,7,0,0,0,0
,Formicinae,8,6,10,6,15,0,7,1,11,7,9,0,0,10
,Camponotini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Camponotus,0,0,0,0,0,0,0,5,0,0,0,0,0,0
,Camponotus floridanus,0,0,0,0,0,0,0,0,5,14,0,0,0,5
,Formicini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Formica,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Formica exsecta,5,5,0,0,0,0,0,5,0,0,0,0,0,0
,Lasiini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nylanderia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nylanderia fulva,0,0,0,0,0,0,0,7,8,14,0,0,0,0
,Myrmicinae,25,16,20,7,21,14,15,8,14,22,12,0,14,10
,Attini,0,7,13,3,16,8,0,13,19,12,10,0,4,10
,Atta,0,0,0,0,0,0,0,0,0,2,0,0,0,0
,Atta colombica,0,0,0,0,0,0,0,0,0,6,0,0,0,0
,Cyphomyrmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cyphomyrmex costatus,0,0,0,0,0,0,0,0,0,6,0,0,0,0
,Trachymyrmex,0,8,8,9,3,5,0,0,1,12,0,0,5,7
,Trachymyrmex cornetzi,0,0,0,0,8,0,0,0,5,0,0,0,0,0
,Trachymyrmex zeteki,0,6,0,0,0,0,0,0,0,0,0,0,0,0
,Blepharidattini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wasmannia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Wasmannia auropunctata,0,10,0,0,0,0,0,6,5,0,0,0,0,0
,Formicoxenini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Temnothorax,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Temnothorax curvispinosus,0,9,0,0,0,0,0,0,6,0,0,0,0,0
,Pogonomyrmecini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pogonomyrmex,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Pogonomyrmex barbatus,0,0,5,0,0,0,0,7,0,6,0,0,0,9
,Solenopsidini,0,0,0,6,5,0,7,5,0,1,0,0,3,0
,Monomorium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Monomorium pharaonis,0,5,8,0,6,0,0,0,0,6,0,0,5,7
,Solenopsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Solenopsis invicta,0,6,12,0,10,0,0,5,0,6,0,0,0,18
,Stenammini,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Vollenhovia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vollenhovia emeryi,0,7,5,8,0,0,0,0,7,0,0,0,0,6
,Ponerinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ponerini,0,10,4,3,10,5,0,0,1,1,0,0,7,4
,Dinoponera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dinoponera quadriceps,0,0,10,5,0,0,0,6,12,15,0,0,0,0
,Harpegnathos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Harpegnathos saltator,0,0,6,0,12,0,0,6,10,9,0,0,0,5
,Pseudomyrmecinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudomyrmex,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pseudomyrmex gracilis,0,0,0,0,0,0,0,0,0,10,0,0,5,0
,Vespoidea,4,3,4,2,4,0,4,0,2,0,2,0,1,1
,Vespidae,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Polistinae,0,0,0,0,0,0,0,1,0,0,0,0,1,0
,Polistini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Polistes,0,9,8,0,3,12,0,2,12,6,5,0,9,3
,Polistes canadensis,0,0,0,0,10,0,0,0,0,6,0,0,0,6
,Polistes dominula,0,0,0,0,0,0,0,8,33,38,0,0,0,13
,Parasitoida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chalcidoidea,15,4,12,11,12,20,10,1,16,10,0,0,4,9
,Agaonidae,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Agaoninae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceratosolen,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ceratosolen solmsi,0,6,6,0,0,0,0,7,0,0,0,0,0,0
,Encyrtidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Encyrtinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Copidosoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Copidosoma floridanum,0,13,0,0,6,0,0,6,19,27,0,0,5,0
,Pteromalidae,0,1,1,0,0,0,0,1,0,5,0,0,0,0
,Pteromalinae,0,5,1,0,0,0,0,0,0,0,0,0,0,0
,Nasonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nasonia vitripennis,0,9,7,0,7,0,0,7,0,0,0,0,0,0
,Trichogrammatidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Trichogramma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Trichogramma pretiosum,0,14,14,6,14,0,0,8,5,5,0,0,5,8
,Ichneumonoidea,0,0,0,0,0,1,0,0,2,1,0,0,1,0
,Braconidae,5,5,7,0,5,1,8,4,2,14,0,0,9,4
,Microgastrinae,0,0,0,0,0,0,0,1,6,0,0,0,0,1
,Microplitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Microplitis demolitor,0,0,5,0,6,0,0,7,6,0,0,0,0,8
,Opiinae,0,2,8,0,3,5,0,0,6,3,0,0,0,1
,Diachasma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Diachasma alloeum,0,0,0,0,7,0,0,7,0,0,0,0,0,0
,Fopius,0,0,0,0,1,0,0,0,0,0,0,0,0,0
,Fopius arisanus,0,5,0,0,6,0,0,9,13,8,0,0,0,5
,Cephoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cephidae,0,0,0,0,0,0,0,0,0,0,0,0,0,6
,Cephus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cephus cinctus,0,6,0,0,10,0,5,8,13,13,0,0,8,0
,Orussoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Orussidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Orussus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Orussus abietinus,0,11,5,0,0,0,0,0,5,21,0,0,0,0
,Tenthredinoidea,0,0,2,0,2,5,0,4,10,5,0,0,0,3
,Diprionidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Diprioninae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Neodiprion,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Neodiprion lecontei,0,0,0,0,0,0,0,8,7,5,0,0,0,0
,Tenthredinidae,0,0,5,0,0,0,0,0,0,8,0,0,0,0
,Allantinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Athalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Athalia rosae,0,0,0,0,6,0,0,0,0,0,0,0,0,8
,Siphonaptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pulicomorpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pulicoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pulicidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Archaeopsyllinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ctenocephalides,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ctenocephalides felis,0,0,0,0,0,0,0,5,9,8,0,0,0,0
,Paraneoptera,8,10,7,4,5,3,5,6,2,4,2,0,1,0
,Hemiptera,4,0,0,0,0,0,0,0,0,0,4,0,0,1
,Auchenorrhyncha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fulgoromorpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Fulgoroidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Delphacidae,0,0,1,0,6,0,0,1,5,0,0,0,0,0
,Delphacinae,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Nilaparvata,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nilaparvata lugens,0,7,7,5,10,0,0,11,5,9,0,0,13,17
,Prosorrhyncha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Heteroptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Euheteroptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Neoheteroptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Panheteroptera,0,0,4,7,13,5,5,0,10,5,0,0,0,0
,Cimicomorpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cimicoidea,0,1,0,0,0,0,0,0,2,1,0,0,0,2
,Cimicidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cimex,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cimex lectularius,0,9,8,0,0,0,0,0,7,5,0,0,0,5
,Pentatomomorpha,0,0,0,0,0,0,0,0,0,5,0,0,0,0
,Pentatomoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Pentatomidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pentatominae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Halyomorpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Halyomorpha halys,0,7,0,0,0,0,0,0,0,0,0,0,0,5
,Sternorrhyncha,7,5,5,6,6,7,1,3,3,5,3,0,1,2
,Aleyrodoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aleyrodidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Aleyrodinae,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,Bemisia,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Bemisia tabaci,0,11,5,0,0,0,0,6,12,8,0,0,0,9
,Aphidomorpha,1,0,1,2,0,0,0,1,1,0,1,0,0,1
,Aphidoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,Aphididae,8,5,2,3,3,4,1,1,2,3,3,0,4,3
,Aphidinae,2,1,2,5,6,16,5,12,23,21,0,0,1,1
,Aphidini,0,6,9,0,10,0,0,7,7,5,5,0,6,0
,Aphis,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Aphis <subgenus>,0,0,5,0,0,0,0,0,0,0,0,0,0,0
,Aphis gossypii,0,0,0,0,6,0,0,0,9,26,0,0,0,6
,Melanaphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Melanaphis sacchari,0,0,7,0,0,0,0,0,9,16,0,0,0,5
,Rhopalosiphum,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,Rhopalosiphum maidis,0,0,0,0,6,0,0,5,6,6,0,0,0,7
,Macrosiphini,5,4,10,0,8,7,0,0,23,22,5,0,3,6
,Acyrthosiphon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acyrthosiphon pisum,0,7,8,0,0,0,0,0,0,12,0,0,7,11
,Diuraphis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Diuraphis noxia,0,0,0,0,0,0,0,0,0,8,0,0,0,0
,Myzus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Myzus persicae,0,0,0,0,0,0,0,0,0,0,0,0,0,21
,Chaitophorinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sipha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sipha flava,0,5,5,0,7,0,0,0,6,9,0,0,0,15
,Psylloidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Liviidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Diaphorina,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Diaphorina citri,0,0,0,0,9,0,0,0,7,5,0,0,5,13
,Psocodea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Phthiraptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anoplura,0,0,0,0,0,0,0,0,0,1,0,0,5,0
,Pediculidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pediculus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pediculus humanus,0,0,0,0,0,0,0,0,6,10,0,0,0,9
,Psocoptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Troctomorpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nanopsocetae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Liposcelididae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Liposcelis,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Liposcelis decolor,0,0,0,0,0,0,0,10,0,0,0,0,0,0
,Thysanoptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Terebrantia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thripoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thripidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Thripinae,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Frankliniella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Frankliniella occidentalis,0,13,9,13,30,12,0,28,37,35,0,0,0,6
,Polyneoptera,0,1,4,4,4,5,1,4,9,10,5,0,0,2
,Dictyoptera,0,0,5,0,1,0,1,1,2,1,0,0,0,0
,Blattodea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Blattoidea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Termitoidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kalotermitidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cryptotermitinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cryptotermes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cryptotermes secundus,0,0,0,0,0,0,0,0,0,5,0,0,0,0
,Termopsidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Termopsinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Termopsini,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zootermopsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zootermopsis nevadensis,0,0,6,0,0,0,6,0,5,6,0,0,0,10
,Mantodea,0,0,0,0,0,0,0,0,5,6,0,0,0,0
,Grylloblattodea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Grylloblattidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Grylloblatta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Grylloblatta barberi,0,0,0,0,0,0,0,0,6,0,0,0,0,0
,Orthoptera,0,5,0,0,0,0,0,0,0,0,0,0,0,0
,Ensifera,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,Palaeoptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Odonata,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Epiprocta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Anisoptera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cavilabiata,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Libellulidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Orthetrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Orthetrum testaceum,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,Protura,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Acerentomata,0,0,0,0,0,0,0,15,10,17,0,0,0,9
,Scalidophora,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Priapulida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Priapulimorpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Priapulimorphida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Priapulidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Priapulus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Priapulus caudatus,0,15,20,8,23,5,0,0,0,0,0,0,0,0
,Lophotrochozoa,10,4,10,7,8,5,5,2,5,9,7,0,1,2
,Annelida,0,1,1,5,4,6,7,0,4,4,0,0,0,2
,Clitellata,0,1,6,0,2,2,0,0,1,0,0,0,1,3
,Hirudinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hirudinida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Glossiphoniiformes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Glossiphoniidae,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Helobdella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Helobdella robusta,0,7,0,0,11,6,0,28,17,6,0,0,6,8
,Polychaeta,0,0,0,0,0,0,0,5,0,0,0,0,0,0
,Brachiopoda,0,1,0,0,0,0,0,0,0,0,0,0,1,0
,Linguliformea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
