,,Depth (cm),,,,,,,,,,,,,
,Haematococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Haematococcus lacustris,0,0,0,7,0,0,0,0,0,0,0,0,0,0
,Stephanosphaera,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Stephanosphaera pluvialis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Volvocaceae,0,0,0,1,1,2,2,1,1,1,0,0,0,2
,Volvox,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Volvox carteri,37,28,37,28,58,58,28,30,25,10,0,11,0,18
,Chlorophyceae incertae sedis,0,0,0,0,5,0,5,0,0,0,19,0,0,0
,Sphaeropleales,0,1,1,5,12,6,3,5,1,7,0,5,6,9
,Chromochloridaceae,0,0,0,0,0,0,0,0,0,0,10,0,0,0
,Chromochloris,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chromochloris zofingiensis,0,0,0,0,0,0,0,0,5,0,0,0,0,0
,Hydrodictyaceae,0,0,0,0,8,0,0,0,0,0,0,0,0,0
,Scenedesmaceae,0,0,0,0,25,0,0,0,0,0,0,0,0,0
,Selenastraceae,1,0,2,0,2,0,2,1,3,1,0,0,0,1
,Monoraphidium,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Monoraphidium neglectum,55,60,89,79,100,112,62,52,45,21,0,29,41,47
,Raphidocelis,0,0,0,0,0,0,0,0,0,0,43,0,0,0
,Raphidocelis subcapitata,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sphaeropleales incertae sedis,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Trebouxiophyceae,6,2,5,11,25,12,15,14,8,7,0,4,1,3
,Chlorellales,0,0,1,1,5,0,1,0,0,0,8,5,0,1
,Chlorellaceae,4,2,3,6,10,7,6,6,6,9,0,2,1,1
,Auxenochlorella,0,0,0,0,0,0,0,0,0,0,3,0,0,0
,Auxenochlorella protothecoides,37,32,40,61,71,83,47,80,43,11,0,14,18,34
,Chlorella clade,0,0,0,0,0,0,0,0,0,0,25,0,0,0
,Chlorella,0,0,0,3,3,1,3,2,1,0,0,0,1,5
,Chlorella variabilis,38,47,59,74,82,83,47,53,31,6,0,18,30,32
,"environmental samples <green algae,class Trebouxiophyceae>",0,0,0,0,0,0,0,0,0,0,23,0,0,0
,uncultured Trebouxiophyceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Microthamniales,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Prasiolales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Trebouxiophyceae incertae sedis,1,2,0,4,8,6,8,6,2,0,0,5,0,5
,Elliptochloris clade,0,0,0,0,0,0,0,0,0,0,2,0,0,0
,Coccomyxa,0,0,0,0,0,1,2,0,0,0,0,0,0,0
,Coccomyxa subellipsoidea,12,13,21,33,33,34,51,28,15,0,0,0,5,22
,unclassified Trebouxiophyceae,0,0,0,0,0,0,0,0,0,0,14,0,0,0
,Trebouxiophyceae sp. MX-AZ01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mamiellophyceae,1,0,0,0,1,2,1,0,0,0,0,0,0,0
,Mamiellales,0,2,3,0,1,2,0,0,4,7,0,6,2,0
,Bathycoccaceae,0,0,5,8,0,0,0,0,0,2,0,0,0,3
,Bathycoccus,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Bathycoccus prasinos,11,12,0,0,11,16,5,5,8,0,0,0,0,0
,Ostreococcus,6,0,0,1,1,4,0,4,0,7,0,4,5,5
,Ostreococcus tauri,10,15,19,25,22,13,15,10,10,0,1,0,0,7
,unclassified Ostreococcus,0,0,0,0,0,0,0,0,0,0,14,0,0,0
,Ostreococcus sp. 'lucimarinus',29,20,24,29,49,25,22,19,17,0,0,7,0,5
,Mamiellaceae,0,0,0,1,0,0,0,1,0,0,17,0,0,0
,Micromonas,4,3,1,2,4,3,1,2,5,0,0,2,11,0
,Micromonas commoda,46,39,41,81,61,62,39,40,31,7,0,14,0,15
,Micromonas pusilla,65,68,89,98,82,59,43,48,45,17,33,24,8,23
,Pyramimonadophyceae,0,0,0,0,0,0,0,0,0,0,41,0,0,0
,Pyramimonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pyramimonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pyramimonas,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ulvophyceae,0,0,0,7,2,8,11,0,7,0,0,0,0,5
,OUU clade,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Ulotrichales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ulotrichaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gloeotilopsis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ulothrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ulothrix zonata,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ulvales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ulvaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ulva,0,0,5,0,0,0,0,0,0,0,0,0,0,0
,TCBD clade,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bryopsidales,0,0,0,0,6,0,6,0,0,0,0,6,0,0
,Caulerpaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Caulerpa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Caulerpa verticillata,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,unclassified prasinophytes,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,prasinophyte sp. MBIC10622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptophyta,1,1,0,4,7,6,4,14,2,1,0,0,1,7
,Chlorokybophyceae,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Chlorokybales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chlorokybaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chlorokybus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chlorokybus atmophyticus,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Klebsormidiophyceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Klebsormidiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Klebsormidiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Klebsormidium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Streptophytina,4,2,3,8,13,8,3,36,2,1,0,6,4,7
,Charophyceae,0,0,0,0,0,0,0,0,0,0,9,0,0,0
,Charales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Characeae,0,0,0,0,0,0,0,0,0,0,0,0,6,0
,Embryophyta,10,4,7,21,18,13,15,257,7,11,0,14,12,14
,Bryophyta,0,0,0,0,1,0,0,2,0,0,22,0,0,0
,Bryophytina,0,0,0,0,2,1,1,3,0,0,0,0,0,0
,Bryopsida,6,1,0,1,5,10,8,13,2,0,1,0,0,0
,Bryidae,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Bryanae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Orthotrichales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Orthotrichaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dicranidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pottiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pottiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Funariidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Funariales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Funariaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Physcomitrium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Physcomitrium patens,6,8,11,8,5,0,14,13,5,5,0,0,0,0
,Polytrichopsida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Polytrichales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Polytrichaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marchantiophyta,0,0,0,0,10,5,5,6,7,0,0,5,5,0
,Jungermanniopsida,0,0,0,0,0,0,0,11,0,0,0,0,0,0
,Jungermanniidae,0,0,0,0,0,0,0,5,0,0,0,0,0,0
,Jungermanniales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Jungermanniineae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marchantiopsida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marchantiidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marchantiales,0,0,0,0,0,0,0,5,0,0,0,0,0,0
,Marchantiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marchantia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marchantia polymorpha,0,0,0,0,0,0,0,9,0,0,0,0,0,0
,Tracheophyta,11,4,10,5,8,4,4,22,7,3,0,2,2,2
,Euphyllophyta,0,0,0,2,5,4,7,62,3,3,6,7,1,1
,Polypodiopsida,10,4,8,7,2,3,5,60,0,2,5,2,0,7
,Equisetidae,0,0,0,0,0,0,0,0,0,0,4,0,0,0
,Equisetales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Equisetaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Equisetum,0,5,2,22,19,6,22,376,13,8,0,6,10,10
,Equisetum arvense,0,5,5,34,17,11,10,341,8,5,28,11,20,0
,Equisetum diffusum,0,0,0,0,0,0,0,15,0,0,20,0,0,0
,Equisetum hyemale,0,0,0,0,0,0,0,33,0,0,0,0,0,0
,Equisetum telmateia,0,0,0,0,0,0,0,5,0,0,0,0,0,0
,Ophioglossidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Psilotales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Psilotaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Psilotum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Psilotum nudum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Polypodiidae <ferns>,0,0,0,1,8,0,8,11,7,0,0,0,0,0
,Polypodiales,0,0,0,5,5,0,1,8,0,0,5,0,0,0
,Aspleniineae,0,0,0,0,0,0,5,0,0,0,6,0,0,0
,Dennstaedtiineae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dennstaedtiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pteridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pteridium aquilinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Polypodiineae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dryopteridaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dryopteridoideae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dryopteris,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dryopteris decipiens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pteridineae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pteridaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Spermatophyta,4,1,8,11,42,10,9,98,6,3,0,2,8,11
,Acrogymnospermae,0,5,0,2,5,3,1,10,1,6,17,1,2,5
,Cycadopsida,0,0,0,0,0,0,0,0,0,0,7,0,0,0
,Cycadidae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cycadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Zamiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dioon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pinopsida,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pinidae,8,0,1,5,1,5,3,2,5,0,0,1,8,0
,Cupressales,0,0,0,1,10,0,5,2,0,0,5,0,0,0
,Cupressaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cryptomeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cryptomeria japonica,0,0,0,8,0,0,0,0,0,0,0,0,0,0
,Taxaceae,0,0,0,0,0,0,0,5,0,0,0,0,0,0
,Taxus,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Pinales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pinaceae,5,0,5,0,12,0,3,11,3,0,0,5,0,0
,Picea,0,0,0,0,0,0,10,9,0,0,8,0,0,0
,Picea abies,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Picea glauca,0,0,0,0,0,0,6,0,0,0,0,0,0,0
,Pinus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pinus subgen. Pinus,0,0,0,0,1,0,0,2,6,0,0,0,0,0
,Pinus elliottii,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Pinus taeda,0,0,0,0,0,0,0,5,0,0,0,0,0,0
,Magnoliopsida,5,9,16,8,130,13,41,323,8,16,0,14,31,30
,Amborellales,0,0,0,0,0,0,0,0,0,0,57,0,0,0
,Amborellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Amborella,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Amborella trichopoda,0,0,0,5,36,7,5,36,0,0,0,0,11,0
,Austrobaileyales,0,0,0,0,0,0,0,0,0,0,7,0,0,0
,Schisandraceae,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Schisandra,0,0,0,0,0,0,0,5,0,0,0,0,0,0
,Schisandra sphenanthera,0,0,0,0,8,0,0,9,0,0,0,0,0,0
,Mesangiospermae,82,51,182,122,1521,240,350,3007,97,146,0,126,220,263
,eudicotyledons,8,8,10,12,53,29,48,655,11,13,658,7,14,15
,Gunneridae,3,0,1,4,12,0,6,52,0,1,51,1,0,2
,Pentapetalae,75,51,117,124,1063,144,440,3452,68,93,6,77,217,272
,asterids,7,11,11,11,31,12,63,93,9,8,518,5,34,37
,campanulids,2,6,4,3,9,9,6,9,0,11,30,5,11,9
,Apiales,0,0,0,0,0,0,0,0,0,0,7,0,0,0
,Apiineae,1,0,3,0,0,2,4,1,0,0,0,0,4,2
,Apiaceae,0,0,0,0,0,0,0,1,0,0,2,0,1,0
,Apioideae,0,0,1,1,3,2,4,6,2,0,0,0,11,5
,apioid superclade,0,0,0,0,0,0,0,0,0,0,3,0,0,0
,Selineae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bupleureae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bupleurum,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Bupleurum falcatum,0,0,0,0,0,0,0,6,0,0,0,0,0,0
,Scandiceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Daucinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Daucus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Daucus sect. Daucus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Daucus carota,10,0,13,7,57,7,13,40,7,0,0,0,6,7
,Araliaceae,0,0,0,0,3,0,0,0,0,0,23,0,0,0
,Panax,0,0,0,0,20,0,0,36,0,0,5,0,0,7
,Panax ginseng,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Asterales,0,0,1,1,9,3,6,2,0,0,0,2,24,14
,Asteraceae,11,18,44,11,18,32,17,115,1,5,13,6,28,20
,Asteroideae,1,10,15,6,12,18,7,8,0,0,29,1,9,2
,Anthemideae,0,0,0,0,0,0,0,14,0,0,7,0,0,0
,Artemisiinae,0,0,0,0,0,0,0,6,0,0,8,0,0,0
,Artemisia,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Chrysanthemum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chrysanthemum x morifolium,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Matricariinae,0,0,0,0,0,0,0,2,0,0,0,0,0,0
,Achillea,0,0,0,0,0,0,0,5,0,0,0,0,0,0
,Achillea millefolium complex,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Achillea millefolium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Achillea schmakovii,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Astereae,0,8,27,0,0,13,0,0,0,0,0,0,0,0
,South American lineages,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Diplostephium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gnaphalieae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hyalosperma,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hyalosperma cotula,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Heliantheae alliance,1,5,1,2,4,1,2,8,5,0,0,2,0,3
,Helenieae,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,Marshalliinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Marshallia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Heliantheae,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Helianthus,0,0,0,0,6,1,0,6,0,0,2,1,0,0
,Helianthus annuus,9,0,6,9,43,14,14,50,0,0,3,7,0,17
,Madieae,0,0,0,0,0,0,0,0,0,0,8,0,0,0
,Baeriinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lasthenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lasthenia californica,0,0,0,204,0,0,0,0,0,0,0,392,0,0
,Senecioneae,0,0,0,0,0,0,0,0,0,0,7,0,0,0
,Tussilagininae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Carduoideae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cardueae,0,0,5,1,0,0,0,5,0,0,0,0,0,0
,Carduinae,6,0,0,6,2,0,0,4,0,0,3,0,0,1
,Cirsium,0,0,0,0,0,0,0,0,0,0,9,0,0,0
,Cirsium arvense,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cynara,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Cynara cardunculus,0,0,0,0,25,12,7,31,5,0,0,0,0,9
,Cichorioideae,0,0,0,0,0,0,0,2,0,0,10,0,0,0
,Cichorieae,0,0,0,2,0,4,8,21,0,0,0,0,0,3
,Hypochaeridinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Hypochaeris,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactucinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lactuca,0,0,0,2,1,3,2,22,0,0,0,0,0,2
,Lactuca sativa,8,0,0,5,12,7,8,60,0,0,0,7,0,15
,Campanulaceae,0,0,0,0,0,0,0,14,0,0,11,0,0,0
,Platycodon,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Platycodon grandiflorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Menyanthaceae,0,0,0,0,6,6,0,0,0,0,0,0,7,5
,Menyanthes,0,0,0,0,0,0,0,0,0,0,3,0,0,0
,Menyanthes trifoliata,0,0,0,0,5,0,0,0,0,0,0,0,50,68
,Dipsacales,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,Adoxaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sambucus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sambucus nigra,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Caprifoliaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dipsacus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cornales,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ericales,5,0,5,7,28,11,63,15,7,2,0,0,14,0
,Actinidiaceae,5,0,0,0,0,0,0,0,0,0,12,0,0,0
,Actinidia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Actinidia rufa x Actinidia chinensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ebenaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Diospyros,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Diospyros kaki,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Diospyros lotus,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ericaceae,0,0,0,0,0,0,40,8,0,0,0,0,0,0
,Ericoideae,0,0,0,0,0,0,13,0,0,0,9,0,0,0
,Empetreae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Empetrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Empetrum rubrum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ericeae,0,0,0,0,0,0,9,0,0,0,0,0,0,0
,Calluna,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Calluna vulgaris,0,0,0,0,0,0,21,0,0,0,0,0,0,0
,Erica,0,0,0,0,0,0,7,0,0,0,0,0,0,0
,Rhodoreae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rhododendron,0,0,0,0,0,0,9,0,0,0,0,0,0,0
,Rhododendron simsii,0,0,0,0,0,0,13,0,0,0,0,0,0,0
,Pyroloideae,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Monotropeae,0,0,0,0,0,0,0,2,0,0,0,0,0,0
,Monotropa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Monotropa hypopitys,0,0,0,0,0,0,6,24,0,0,0,0,0,0
,Vaccinioideae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vaccinieae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vaccinium,0,0,0,0,0,0,11,2,0,0,0,0,0,0
,Vaccinium macrocarpon,0,0,0,0,0,0,14,16,0,0,1,0,0,0
,Primulaceae,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Primula,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sarraceniaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sarracenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sarracenia alata,0,0,0,0,5,0,0,0,0,0,0,0,0,0
,Styracaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Theaceae,0,0,0,0,0,0,1,0,0,0,0,0,0,0
,Camellia,0,0,0,0,1,0,0,1,0,0,1,0,0,0
,Camellia sinensis,0,0,0,0,35,9,40,90,0,5,0,8,6,10
,lamiids,2,1,2,5,15,10,22,34,6,2,14,10,11,8
,Boraginales,0,0,0,0,0,0,0,0,0,0,13,0,0,0
,Gentianales,6,5,5,0,7,0,4,16,2,5,0,0,0,2
,Apocynaceae,0,0,0,0,0,0,0,10,0,0,9,0,0,0
,Asclepiadoideae,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Asclepiadeae,0,0,0,0,0,0,0,6,0,0,0,0,0,0
,Cynanchinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Cynanchum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rauvolfioideae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vinceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vincinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vinca,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vinca major,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Gentianaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chironieae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Chironiinae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sabatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sabatia campestris,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Rubiaceae,0,0,0,10,1,0,5,0,5,0,0,0,0,1
,Ixoroideae,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,Gardenieae complex,0,0,0,0,0,0,0,0,0,0,1,0,0,0
,Bertiereae - Coffeeae clade,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Coffeeae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Coffea,8,0,0,0,18,5,15,24,0,0,0,0,0,6
,Coffea arabica,0,0,0,0,7,0,0,5,0,0,12,0,0,0
,Coffea eugenioides,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Rubioideae,0,0,0,0,2,0,0,7,0,0,0,0,0,0
,Ophiorrhizeae,0,0,0,0,0,0,0,0,0,0,3,0,0,0
,Xanthophytum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Xanthophytum capitellatum,0,0,0,0,11,0,0,0,0,0,0,0,0,0
,Rubieae,0,0,0,0,0,0,0,1,0,0,0,0,0,0
,Galium,0,0,0,0,0,0,0,19,0,0,6,0,0,0
,Galium aparine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Galium mollugo,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lamiales,7,11,19,19,32,14,39,43,12,8,0,19,15,21
,Gesneriaceae,0,0,0,0,0,0,0,5,0,0,22,0,0,0
,Didymocarpoideae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Trichosporeae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Lamiaceae,0,0,0,0,0,2,6,2,1,1,0,0,15,5
,Nepetoideae,0,0,5,0,7,10,7,4,1,5,11,0,0,0
,Mentheae,0,0,0,0,5,0,5,15,5,0,3,0,0,0
,Mentha,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Prunella,0,0,0,0,0,0,0,0,0,0,6,0,0,0
,Prunella vulgaris,0,0,0,0,0,0,5,0,0,0,0,0,0,0
,Salvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salvia incertae sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Salvia miltiorrhiza,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ocimeae,0,0,0,0,7,0,0,0,0,0,0,0,0,0
,Scutellarioideae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Scutellaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Teucrioideae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ajuga,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ajuga reptans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oleaceae,1,0,1,0,0,3,3,8,1,0,0,0,0,2
,Oleeae,0,0,2,0,14,8,6,60,2,6,0,5,6,8
,Fraxinus,0,0,0,0,22,0,12,84,0,0,14,0,0,5
,Olea,0,0,0,0,0,0,0,2,0,0,14,0,0,0
,Olea europaea,24,0,6,0,23,11,15,53,8,0,0,0,0,16
,Orobanchaceae,0,0,0,5,4,0,15,6,0,0,9,0,0,0
,Orobancheae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Orobanche,0,0,0,0,11,0,0,1,0,0,0,0,0,0
,Orobanche rapum-genistae,0,0,0,0,0,0,0,5,0,0,0,0,0,0
,Rhinantheae,0,0,0,0,6,0,0,3,0,0,0,0,0,0
,Bartsia,0,0,0,0,0,0,0,0,0,0,5,0,0,0
,Euphrasia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Neobartsia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Neobartsia inaequalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Neobartsia pedicularoides,0,0,0,0,0,0,0,7,0,0,0,0,0,0
,Pedaliaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sesamum,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Sesamum indicum,0,6,0,7,8,5,10,22,6,6,0,0,0,0
,Phrymaceae,0,0,0,0,0,0,0,0,0,0,7,0,0,0
,Erythranthe,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Erythranthe guttata,6,11,5,15,26,7,17,33,9,5,0,5,0,0
,Plantaginaceae,0,0,0,0,0,0,5,7,0,0,15,0,0,0
,Plantagineae,0,0,0,0,0,0,2,0,0,0,5,0,0,0
